peopleNm,peopleNmEn,cast,castEn,movieCode
김영찬,,노 공연자,,20209343
배명진,BAE Myung-jin,원균부장,,20209343
곽민호,KWAK Min-ho,권율부장,,20209343
정준화,,이억기부장,,20209343
황무영,,좌수영전령,,20209343
안태준,,사헤에첩보대2,,20209343
이의령,,조선통역군관,,20209343
안치욱,,일본중,,20209343
강병욱,,황진,,20209343
김호연,,보름어머니,,20209343
김태근,,보름아버지,,20209343
고기영,,세작1,,20209343
홍윤,,세작3,,20209343
박선교,,세작4,,20209343
김동훈,,세작5,,20209343
서세명,,사헤에첩보대3,,20209343
박형준,ParkHyungJun,사헤에첩보대4,,20209343
이진민,,사헤에첩보대5,,20209343
이규탁,,사헤에첩보대6,,20209343
남현우,NAMHYUNWOO,김완부장,,20209343
윤상원,,정운부장1,,20209343
이지운,,신호부장,,20209343
문바롬,,우치적,,20209343
김태희,,배흥립,,20209343
김동현,,이영남부장,,20209343
김우현,,정운격군장,,20209343
남상우,,원균격군장,,20209343
김현승,,김완격군장,,20209343
양동혁,,이순신격군장,,20209343
오누리,,기생1,,20209343
한봄,,기생2,,20209343
박재이,,기생3,,20209343
김진희,,기생4,,20209343
강리안,,기생5,,20209343
강보라,,기생7,,20209343
김지아,Kim Jia,기생8,,20209343
이다혜,,기생9,,20209343
김효주,KIM Hyo-joo,기생10,,20209343
한송희,,이순신시종아이,,20209343
한상경,,와키자카 부장3,,20209343
김진형,,와키자카 부장4,,20209343
오지훈,,와키자카 부장5,,20209343
이루겸,,사헤에 부장2,,20209343
최홍락,,사헤에첩보대7,,20209343
방병현,,준사 부관,,20209343
황성웅,,가토 부장1,,20209343
김이담,,가토 부장2,,20209343
김경태,,가토 부장3,,20209343
김건보,kim geon bo,가토 부장4,,20209343
이동빈,,가토 부장5,,20209343
유건기,,가토 부장6,,20209343
위민국,,고바야카와 부장2,,20209343
정동근,,준사 왜군포로1,,20209343
최돈학,,준사 왜군포로2,,20209343
권용덕,KWON Yong-duk,이순신 함대 부장1,,20209343
김용준,,이순신 함대 부장2,,20209343
김한솔,,이순신 함대 부장3,,20209343
김현우,,웅치전투 척후병1,,20209343
강성락,,웅치전투 척후병2,,20209343
이종욱,,정담부장,,20209343
윤상영,,이순신 기라졸1,,20209343
김영호,,이순신 기라졸2,,20209343
이건록,,세기부네부장,,20209343
장한솔,,전라좌수영 초병,,20209343
정현옥,,이순신 탐망병,,20209343
이단,,경상우수영 장수1,,20209343
백태민,,경상우수영 장수2,,20209343
현직,,세작6,,20209343
손대민,,원균 부장2,,20209343
김무섭,,원균 부장4,,20209343
한동국,,어영담 부장2,,20209343
황민혁,,어영담 부장3,,20209343
조현수,,이운룡 부장2,,20209343
김서준,,이운룡 부장3,,20209343
채강,,이억기 부장2,,20209343
엄기영,,정운 부장2,,20209343
손수호,,왜군 세키부네 부장1,,20209343
이상호,,왜군 세키부네 부장2,,20209343
민주호,,왜군 세키부네 부장3,,20209343
오창후,,왜군 세키부네 부장4,,20209343
김형석,,왜군 신호병,,20209343
구본혁,,왜경계병1,,20209343
우혁,,이순신 판옥선 화포장,,20209343
김명곤,KIM Myung-kon,도도 다카도라 ,,20209343
문숙,MUN suk,초계변씨(이순신 모) ,,20209343
이준혁,LEE Jun-hyeok,황박,,20209343
윤승훈,,기타단역,,20209343
박혜영,PARKHYEYOUNG,기생6,,20209343
허중회,,,,20209343
이보영,,세작2,,20209343
라미란,RA Mi-ran,주상숙,,20219628
김무열,GIM Mu-yeol,박희철,,20219628
윤경호,YUN Gyeong-ho,봉만식,,20219628
서현우,SEO Hyun-woo,조태주,,20219628
박진주,PARK Jin-ju,봉만순,,20219628
윤두준,YOON Du-jun,강연준,,20219628
김용림,KIM Yong-rim,시어머니,,20219628
신재휘,SHIN Jae-whi,고건식,,20219628
배해선,BAE Hae-sun,박권자,,20219628
성열석,SUNG Yul-suk,권자남편,,20219628
이진희,LEE Jin-hee,이연미,,20219628
장원형,ZANG Won-hyoung,남승호,,20219628
박주용,PARK Ju-yong,연구원,,20219628
임영우,LIM Young-woo,도시남,,20219628
신윤정,,신주무관,,20219628
김귀선,,강원도 부지사,,20219628
하성광,HA Sung-kwang,서울시장,,20219628
정영기,JEONG Young-ki,경기지사,,20219628
류경환,,도의원,,20219628
정예훈,,농정국장,,20219628
이혜라,,문화관광체육국장,,20219628
홍승균,,경제진흥국장,,20219628
한창현,HAN Chang-hyun,기획조정실장,,20219628
정혜경,,남애항기자,,20219628
한동호,,도청 기자,,20219628
김석영,,회견장 기자,,20219628
채수연,,회견장 수어통역사,,20219628
박선혜,,앵커우먼,,20219628
오재세,OH Jae-se,부산시장,,20219628
김아라,,북아나운서,,20219628
유형준,,연준수하2,,20219628
임태훈,,연준수하3,,20219628
정우혁,JUNG Woo-hyeok,반장,,20219628
유일한,,후이흥,,20219628
문규민,,신랑,,20219628
이재은,,신부,,20219628
강숙,,수간호사,,20219628
조용환,,해변사진기자,,20219628
변동욱,,주무관3,,20219628
홍인아,,주무관4,,20219628
김태율,,주무관5,,20219628
황우상,,위빌드 경비원,,20219628
유영복,,인천시장,,20219628
박재완,,울산시장,,20219628
오규택,,충남지사,,20219628
이은석,,요트 귀빈1,,20219628
차정민,,요트 귀빈2,,20219628
오윤수,oh yoon soo,서울비서실장,,20219628
이명자,,오지 어르신2,,20219628
이순풍,,도의회 의장,,20219628
임용순,LIM Yong-soon,도지사 선거후보1,,20219628
김동인,,도지사 선거후보2,,20219628
나호숙,NA Hosook,옥희 대역,,20219628
김지혜,,주상숙 대역,,20219628
임승묵,Seungmuk Lim,박희철 대역,,20219628
이태영,LEE Tae-young,강연준 대역,,20219628
유준상,YU Jun-sang,대통령,,20219628
김재화,KIM Jaehwa,림선희,,20219628
김지성,,김지성,,20219628
온주완,ON Ju-wan,김준영,,20219628
윤사봉,,윤사봉,,20219628
나문희,NA Moon-hee,김옥희,,20219628
이동찬,Lee Dong chan,노환자,,20219628
채강,,이억기 부장2,,20228532
엄기영,,정운 부장2,,20228532
손수호,,왜군 세키부네 부장1,,20228532
이상호,,왜군 세키부네 부장2,,20228532
민주호,,왜군 세키부네 부장3,,20228532
오창후,,왜군 세키부네 부장4,,20228532
김형석,,왜군 신호병,,20228532
구본혁,,왜경계병1,,20228532
우혁,,이순신 판옥선 화포장,,20228532
김명곤,KIM Myung-kon,도도 다카도라 ,,20228532
문숙,MUN suk,초계변씨(이순신 모) ,,20228532
이준혁,LEE Jun-hyeok,황박,,20228532
정준화,,이억기부장,,20228532
황무영,,좌수영전령,,20228532
안태준,,사헤에첩보대2,,20228532
이의령,,조선통역군관,,20228532
안치욱,,일본중,,20228532
강병욱,,황진,,20228532
김호연,,보름어머니,,20228532
김태근,,보름아버지,,20228532
고기영,,세작1,,20228532
홍윤,,세작3,,20228532
박선교,,세작4,,20228532
김동훈,,세작5,,20228532
서세명,,사헤에첩보대3,,20228532
박형준,ParkHyungJun,사헤에첩보대4,,20228532
이진민,,사헤에첩보대5,,20228532
이규탁,,사헤에첩보대6,,20228532
남현우,NAMHYUNWOO,김완부장,,20228532
윤상원,,정운부장1,,20228532
이지운,,신호부장,,20228532
문바롬,,우치적,,20228532
김태희,,배흥립,,20228532
김동현,,이영남부장,,20228532
김우현,,정운격군장,,20228532
남상우,,원균격군장,,20228532
김현승,,김완격군장,,20228532
양동혁,,이순신격군장,,20228532
오누리,,기생1,,20228532
한봄,,기생2,,20228532
박재이,,기생3,,20228532
김진희,,기생4,,20228532
강리안,,기생5,,20228532
강보라,,기생7,,20228532
김지아,Kim Jia,기생8,,20228532
이다혜,,기생9,,20228532
김효주,KIM Hyo-joo,기생10,,20228532
한송희,,이순신시종아이,,20228532
한상경,,와키자카 부장3,,20228532
김진형,,와키자카 부장4,,20228532
오지훈,,와키자카 부장5,,20228532
이루겸,,사헤에 부장2,,20228532
최홍락,,사헤에첩보대7,,20228532
방병현,,준사 부관,,20228532
황성웅,,가토 부장1,,20228532
김이담,,가토 부장2,,20228532
김경태,,가토 부장3,,20228532
김건보,kim geon bo,가토 부장4,,20228532
이동빈,,가토 부장5,,20228532
유건기,,가토 부장6,,20228532
위민국,,고바야카와 부장2,,20228532
정동근,,준사 왜군포로1,,20228532
최돈학,,준사 왜군포로2,,20228532
권용덕,KWON Yong-duk,이순신 함대 부장1,,20228532
김용준,,이순신 함대 부장2,,20228532
김한솔,,이순신 함대 부장3,,20228532
김현우,,웅치전투 척후병1,,20228532
강성락,,웅치전투 척후병2,,20228532
이종욱,,정담부장,,20228532
윤상영,,이순신 기라졸1,,20228532
김영호,,이순신 기라졸2,,20228532
이건록,,세기부네부장,,20228532
장한솔,,전라좌수영 초병,,20228532
정현옥,,이순신 탐망병,,20228532
이단,,경상우수영 장수1,,20228532
백태민,,경상우수영 장수2,,20228532
현직,,세작6,,20228532
손대민,,원균 부장2,,20228532
김무섭,,원균 부장4,,20228532
한동국,,어영담 부장2,,20228532
황민혁,,어영담 부장3,,20228532
조현수,,이운룡 부장2,,20228532
김서준,,이운룡 부장3,,20228532
윤승훈,,기타단역,,20228532
박혜영,PARKHYEYOUNG,기생6,,20228532
박해일,PARK Hae-il,이순신,,20228532
공지삵,KONG JI SARG,,,20228532
변요한,BYUN Yo-han,와키자카 야스하루,,20228532
안성기,AHN Sung-ki,어영담,,20228532
손현주,SON Hyun-ju,원균,,20228532
김성규,KIM Sung-kyu,준사,,20228532
김성균,KIM Sung-kyun,가토,,20228532
김향기,KIM Hyang-gi,보름,,20228532
옥택연,OK Taec-yeon,임준영,,20228532
공명,GONG Myoung,이억기,,20228532
박지환,PARK Ji-hwan,나대용,,20228532
조재윤,JO Jae-yun,마나베 사마노조,,20228532
윤제문,YOON Je-moon,구로다 칸베에,,20228532
박훈,,이운룡,,20228532
윤진영,YOON Jin-young,송희립,,20228532
김강일,KIM Kang-il,구키 요시타카,,20228532
박재민,PARK Jae-min,와타나베 사치에몬,,20228532
이서준,LEE Seo-jun,사헤에,,20228532
김민재,KIM Min-jae,이언량,,20228532
김재영,KIM Jae-young,정운,,20228532
김구택,KIM Gu-taek,김완,,20228532
손경원,SON Kyoung-won,신호,,20228532
안성봉,AHN Seong-bong,권준,,20228532
이운산,LEE Woon-san,이기남,,20228532
김영웅,KIM Young-woong,정담,,20228532
공정환,GONG Jung-hwan,고바야카와 다카카케,,20228532
배현성,BAE Hyeon-seong,김천손,,20228532
김대명,,이영남,,20228532
정예훈,,이봉수,,20228532
김한민,KIM Han-min,권율,,20228532
김기호,,사헤에첩보대1(사헤에부장),,20228532
김기환,,고문받는 왜군포로,,20228532
강신구,,고바야카와 전령,,20228532
김영탁,,여진족장,,20228532
김공,,어영담부장,,20228532
이재한,,와키자카패잔병,,20228532
정제우,,와키자카부장1,,20228532
정연,,와키자카부장2,,20228532
윤대열,,마나베부장1,,20228532
김리우,,와타나베부장,,20228532
김현태,Hyun-tae Kim,의병1,,20228532
현봉식,HYUN Bong-sik,이광,,20228532
김범석,,이운룡부장,,20228532
고한민,,안코쿠지,,20228532
문승배,MOON SEUNG BAE,이운룡탐망병1,,20228532
강덕중,KANG Deok-jung,이운룡탐망병2,,20228532
서상원,SEO Sang-won,권준부장,,20228532
김영찬,,노 공연자,,20228532
배명진,BAE Myung-jin,원균부장,,20228532
곽민호,KWAK Min-ho,권율부장,,20228532
김기현,,마나베부장2,,20228532
백경선,,,,20228532
조재현,,,,20228532
이시안,,,,20228532
문종호,,,,20228532
박인국,,,,20228532
이시엽,,,,20228532
구자건,,,,20228532
이종섭,,,,20228532
하영진,,,,20228532
왕호영,,,,20228532
이상백,,,,20228532
이보영,,세작2,,20228532
마동석,Don LEE,강대국,,20205106
도희원,Do Hee Won,강남남녀,,20205106
정경호,CHUNG Kyung-ho,박지우,,20205106
오나라,OH Na-ra,오미정,,20205106
최병모,CHOI Byung-mo,조태천,,20205106
오연서,OH Yeon-seo,,,20205106
류승수,RYU Seung-soo,장원장,,20205106
임형준,LIM Hyung-jun,임형준,,20205106
나광훈,,왕회장,,20205106
길해연,GIL Hae-yeon,김회장	,,20205106
차우진,CHA Woo-jin,오형사,,20205106
김찬형,,박형사,,20205106
한보름,HAN Bo-reum,한비,,20205106
김서연,,두비,,20205106
남미정,,민기천	,,20205106
박지훈,,김실장,,20205106
장명진,,지우병원 직원1,,20205106
조용근,,지우병원 직원2,,20205106
정지소,JEONG Ji-so,유리,,20205106
진선규,JIN Sun-kyu,브로커	,,20205106
김숙,,김  숙,,20205106
오희준,OH Hee-jun,발렛남,,20205106
이재성,LeeJaeSeong,사채업자2,,20205106
송진희,jin hee  Song,뉴스기자,,20205106
최형욱,,지우병원 의사1,,20205106
김영미,,여지배인 역,,20205106
서준영,SEO Jun-young,신황제,,20208051
송민경,,주서연,,20208051
금광산,,마성원,,20208051
남승민,NAM Seung-min,조태화,,20208051
박태진,PARK Tae-jin,송추식,,20208051
한창헌,,영환,,20208051
유문치,,진호,,20208051
김세희,,안소영,,20208051
이서현,,송송이,,20208051
이현아,,김말숙,,20208051
한민하,,이보미,,20208051
오지성,,조직원1,,20208051
김종주,,조직원2,,20208051
박원호,,조직원3,,20208051
윤준호,,화양리파1,,20208051
황성웅,,화양리파2,,20208051
오정환,,강간미수남,,20208051
노경덕,,창식,,20208051
김지호,,친구1,,20208051
서세명,,주철호,,20208051
이상진,,편의점 알바,,20208051
윤진슬,,보도방 경리,,20208051
김래원,KIM Rae-won,강도영,,20217905
채시은,Chae Si Eun,여교사1,teacher1,20217905
임병훈,YIM Byung-hun,경계팀원2역,,20217905
정상훈,JEONG Sang-hun,오대오,,20217905
이종석,LEE Jong-suk,전태성,,20217905
박병은,PARK Byung-eun,차영한,,20217905
이상희,,장유정,,20217905
김정우,,이팀장,,20217905
나현우,,성우,,20217905
박성훈,,이전무,,20217905
조인우,,대우,,20217905
이종욱,,이준위,,20217905
박진수,,국방부장관,,20217905
신윤주,,강설영,,20217905
조달환,CHO Dal-hwan,노상사,,20217905
우지현,WOO Ji-hyeon,김유택,,20217905
노성은,,조리장,,20217905
이승훈,,김중위,,20217905
윤정열,,함장,,20217905
김건,,전탐사,,20217905
장세원,,기관승조원1,,20217905
안태환,,기관승조원2,,20217905
류시안,,기관승조원3,,20217905
명홍진,,기관장,,20217905
한민엽,Minyeop Han,김소위,,20217905
권동호,,차중위,,20217905
김진환,Kim jinhwan,조타수1,,20217905
위민국,,조타수2,,20217905
김호준,,숙소승조원1,,20217905
손윤환,sonyoonhan,숙소승조원2,,20217905
오동훈,,승조원1,,20217905
김창헌,,승조원2,,20217905
이한주,Lee Han ju,승조원3,,20217905
손승범,,승조원4,,20217905
이화영,,승조원5,,20217905
한기찬,,승조원6,,20217905
정원석,,승조원7,,20217905
김이준,,승조원8,,20217905
신영찬,,승조원9,,20217905
성백인,,승조원10,,20217905
김동훈,kimdonghoon,승조원11,,20217905
김동연,,승조원12,,20217905
류필립,,승조원13,,20217905
정율건,,승조원14,,20217905
장용희,,승조원15,,20217905
이영훈,,승조원16,,20217905
박수현,,승조원17,,20217905
조강혁,,승조원18,,20217905
장민수,,승조원19,,20217905
이후림,,"승조원20, 한남자",,20217905
이재준,,오병구,,20217905
차은우,,전태룡,,20217905
이민기,LEE Min-ki,황대위,,20217905
김슬기,KIM Seul-ki,한미녀,,20217905
강경헌,KANG Kyung-heun,주임,,20217905
차정환,,국방부장관비서,,20217905
최미라,CHOI Mi-ra,황대위아내,,20217905
한상경,,영만,,20217905
김태훈,,수영,,20217905
유민석,,만수,,20217905
이승준,,해군작전사령관,,20217905
정우혁,JUNG Woo-hyeok,해군참모총장,,20217905
한창현,HAN Chang-hyun,국방과학연구소장,,20217905
고태영,,전부장,,20217905
김현동,,김대리,,20217905
윤지희,,애엄마,,20217905
윤현길,YOON Hyun-gil,축구협회회장 아내,,20217905
손광익,SON Kwang-ik,부산시의원,,20217905
박지원,,시의원 아내,,20217905
서지원,,VIP 남자,,20217905
최현주,,김유택아내,,20217905
임서영,,한미녀 동료1,,20217905
이현하,,한미녀 동료2,,20217905
손서영,,한미녀 동료3,,20217905
이정준,,생도1,,20217905
안다정,AN Da-jung,간호사,,20217905
감승민,KAM Seung-min,상담의사,,20217905
윤기창,YOON Ki-chang,창문여는 남자,,20217905
원시현,,전태성스러운 여자,,20217905
김하랑,,여자1,,20217905
설윤지,,여자2,,20217905
정현지,,여자3,,20217905
이윤호,,기자1,,20217905
차재현,,기자2,,20217905
최윤빈,,EOD요원1,,20217905
임병택,,EOD요원2,,20217905
정현옥,,EOD요원3,,20217905
형영선,HYUNG Young-sun,합참의장,,20217905
정재훈,,경계팀대장,,20217905
조한결,,경계팀원1,,20217905
김장원,,의사,,20217905
이나민,,특실간호사1,,20217905
오은지,OH Eun-ji,종업원,,20217905
전한나,,축구장응원녀,,20217905
전아희,,여교사2,,20217905
윤재형,,축구장경비1,,20217905
김진우,,축구장경비2,,20217905
신치영,SHIN Chi-young,형사2,,20217905
정다온,,숙소승조원3,,20217905
이학주,LEE HAK JU,취사병,Cook,20217826
고경표,GO Kyoung-pyo,박천우,,20217826
이이경,YI Yi-kyung,리용호,,20217826
음문석,UM Mun-suk,강은표,,20217826
박세완,PARK Se-wan,리연희,,20217826
이순원,,최승일,,20217826
곽동연,GWAK Dong-yeon,김만철,,20217826
김민호,,방철진,,20217826
류승수,RYU Seung-soo,보급관,,20217826
윤병희,,김광철,,20217826
이준혁,LEE Jun-hyeok,대대장,,20217826
신원호,,신병,,20217826
남도윤,,최영철,,20217826
서정우,,하중사,,20217826
최민혁,,고참병,,20217826
배한솔,,남한병사1,,20217826
정상철,,남한병사2,,20217826
강길준,,남한병사3,,20217826
김건우,,남한병사4,,20217826
김슬민,,남한병사5,,20217826
오병곤,,남한병사6,,20217826
윤지용,,남한병사7,,20217826
박치우,,구급차운전병,,20217826
이학주,LEE Hak-joo,취사병,,20217826
김관모,,남한군 부관,,20217826
홍민기,,남한군들,,20217826
김민규,,남한군들,,20217826
김백겸,,남한군들,,20217826
문경민,,남한군들,,20217826
박혁진,,남한군들,,20217826
유병수,,남한군들,,20217826
이태경,,남한군들,,20217826
윤지홍,,북한 선임군인,,20217826
손경표,,북한병사1,,20217826
강운,,북한병사2,,20217826
최현태,,북한병사3,,20217826
서한돌,,북한군 부관,,20217826
이동환,,북한 트럭운전병,,20217826
구본혁,,북한군들,,20217826
김진형,,북한군들,,20217826
송호제,,북한군들,,20217826
신문선,,북한군들,,20217826
이건록,,북한군들,,20217826
이동기,,북한군들,,20217826
이수,,북한군들,,20217826
이시안,,북한군들,,20217826
이지운,,북한군들,,20217826
정시훈,,북한군들,,20217826
채원우,,북한군들,,20217826
최기표,,북한군들,,20217826
황민혁,,북한군들,,20217826
황태훈,,북한군들,,20217826
최원,,소금구이집 손님1,,20217826
서지원,,소금구이집 손님2,,20217826
오혜금,,이벤트걸1,,20217826
편한마음,,이벤트걸2,,20217826
김재민,,이벤트남,,20217826
이종훈,,청원경찰,,20217826
조미초,,소금구이집 식당 할머니,,20217826
이예진,,SNS 여학생,,20217826
정인기,JUNG In-gi,리용호부,,20217826
박희진,PARK Hee-jin,여사장,,20217826
이현걸,,로또 브로커,,20217826
오현수,oh hyeonsoo,칼국수 가게주인,,20217826
정용식,,북한군들,,20217826
류의현,,,,20224572
김지민,KIM Ji-min,,,20224572
강유석,KANG Yoo-seok,,,20224572
동현배,DONG Hyun-bae,,,20224572
곽민호,KWAK Min-ho,,,20224572
김동범,,,,20224572
윤지원,YOON Ji-won,,,20224572
변건우,,,,20224572
이승일,,,,20224572
양준,,,,20224572
차보미,,,,20224572
강현구,,,,20224572
최호진,Choi Ho-jin,,,20224572
신준영,SHIN Jun-young,,,20224572
정진수,,,,20224572
김대연,,,,20224572
정경호,JUNG Kyung-ho,,,20224572
남현우,NAMHYUNWOO,조직원1,,20224572
설경구,SUL Kyung-gu,,,20214823
이하늬,LEE Ha-nee,,,20214823
박소담,PARK So-dam,,,20214823
박해수,PARK Haesoo,,,20214823
서현우,SEO Hyun-woo,,,20214823
김동희,,,,20214823
김중희,,,,20214823
고인범,KO In-peom,,,20214823
조하석,CHO Ha-seok,,,20214823
서진원,SEO Jin-won,,,20214823
유경훈,,,,20214823
박상훈,PARK Sang-hoon,,,20214823
김명선,KIM Myung-sun,,,20214823
한우열,,,,20214823
윤정섭,,,,20214823
손경표,,,,20214823
김영택,KIM Young-taek,,,20214823
김형서,,,,20214823
박가영,Park Ga-young,,,20214823
금새록,KEUM Sae-rok,,,20214823
공대유,,,,20214823
김혜옥,KIM Hye-ok,,,20214823
김종수,KIM Jong-soo,,,20214823
이솜,E Som,,,20214823
이주영,LEE Joo-young,,,20214823
신현준,SHIN Hyun-joon,,,20211317
이문식,LEE Moon-sik,,,20211317
김민경,KIM Min-gyeong,,,20211317
이로운,LEE Ro-un,,,20211317
김병춘,KIM Byung-chun,,,20211317
홍은기,HONG Eun-ki,,,20211317
최성원,CHOI Sung-won,,,20211317
박재훈,PARK Jae-hun,,,20211317
이현걸,,,,20211317
이정민,LEE Jung-min,,,20211317
조영택,,,,20211317
조명행,,,,20211317
김동혁,,,,20211317
김희영,Kim Huiyeong,,,20211317
이규탁,,,,20211317
김림후,,,,20211317
김현섭,,,,20211317
공재민,,,,20211317
김동일,,,,20211317
김경탁,,,,20211317
이우신,,,,20211317
백승현,,,,20211317
권라희,,,,20211317
강진우,,,,20211317
이다령,,,,20211317
오재윤,,,,20211317
윤여성,,,,20211317
신현용,,,,20211317
이상헌,,,,20211317
신지연,,,,20211317
민경진,MIN Kyung-jin,,,20211317
이정민,,아편쟁이,,20211317
박성웅,PARK Sung-woong,나웅남/이정학,,20210544
최민수,CHOI Min-soo,이정식,,20210544
오달수,OH Dal-su,나복천,,20210544
염혜란,YEOM Hye-ran,장경숙,,20210544
윤제문,YOON Je-moon,오일곤,,20210544
이이경,YI Yi-kyung,말봉,,20210544
백지혜,,나라,,20210544
서동원,SEO Dong-won,성형사,,20210544
한다솔,,유형사,,20210544
정우성,JUNG Woo-sung,우두머리 멧돼지,,20210544
안일권,,건달,,20210544
김기천,KIM Ki-chun,파출소장,,20210544
변진수,,최경사,,20210544
최선자, ,배씨할머니,,20210544
양주호,YANG Zu-ho,용대리,,20210544
곽민호,KWAK Min-ho,고대리,,20210544
장덕출,,덕출,,20210544
김광식,,장대식,,20210544
김종구,KIM Jong-gu,경찰국장,,20210544
노기홍,,경찰간부2,,20210544
정규석,,형사3,,20210544
정기욱,,경찰1,,20210544
고덕원,,경찰2,,20210544
이서율,,경찰3,,20210544
박강토,,교통경찰,,20210544
양동혁,,반장,,20210544
오지영,,말봉엄마,,20210544
설도희,,상인1,,20210544
김미성,KIM Mi-seong,상인2,,20210544
이광훈,,마을주민1,,20210544
허진성,,마을주민2,,20210544
이성하,,숲속 사내2,,20210544
정현옥,,재소자,,20210544
전지학,,대학교수,,20210544
유병선,Yoo Byeongsun,야바위꾼,,20210544
김인석,,노인1,,20210544
이얀,LEE Yan,이정식 부하1,,20210544
하회정,,이정식 부하2,,20210544
한상경,,이정학 부하1,,20210544
전재현,,이정학 부하2,,20210544
강준규,GANG Jun-gyu,고딩8,,20210544
김대근,,이정식 부하6,,20210544
곽기훈,,이정식 부하7,,20210544
문웅기,,이정식 부하10,,20210544
류한종,,이정식 부하12,,20210544
이민교,,이정식 부하15,,20210544
양해준,,이정학 부하4,,20210544
박건주,,이정학 부하5,,20210544
소계원,,이정학 부하6,,20210544
장두경,,이정학 부하7,,20210544
송인준,,중국 사내5,,20210544
인선호,,중국 사내6,,20210544
문기환,,중국 사내9,,20210544
정우철,,중국 사내14,,20210544
장효준,,폐창고 사내3,,20210544
정유동,JOUNG You-dong,음주운전자1,,20210544
노일환,,음주운전자3,,20210544
홍기주,hong kijoo,중국 사내13,,20210544
서현우,SEO HYUN WOO,형사1,,20210544
